,Unnamed: 0,venue_id,name,lat,lng,address,distance,postal_code,cc,city,state,country,category,tip_count,likes,rating,price_tier,reservations,diningOptions,payments,outdoorSeating,serves
109,109,4adcdaf0f964a520695b21e3,Carmen,59.3150353439112,18.07629347918895,Tjärhovsgatan 14,2422,,SE,Stockholm,Storstockholm,Sverige,Dive Bar,30.0,96.0,6.7,1.0,,,Credit Cards: Yes,No,
110,110,4dff5fdb52b1d747f67965ed,The Bishops Arms,59.338338313638324,18.075018087178247,Linnégatan 1,5004,,SE,Stockholm,Storstockholm,Sverige,Bar,9.0,24.0,5.6,2.0,,,Credit Cards: Yes,No,
111,111,4b09754cf964a520901723e3,Stringfellows,59.34165378843733,18.037467642924206,Torsgatan 48,5956,,SE,Stockholm,Storstockholm,Sverige,Bar,6.0,11.0,5.6,2.0,,,,,Happy Hour
112,112,4ca633dfa6e08cfaed557894,Honey Honey,59.31465103906456,18.076331912722694,Folkungagatan 59,2379,,SE,Stockholm,Storstockholm,Sverige,Bar,7.0,29.0,5.3,2.0,Yes,Delivery,Credit Cards: Yes,No,"Brunch, Happy Hour, "
113,113,4c4c695646240f47bce0c1f4,Pig & Whistle,59.31454898011839,18.071114871516517,Folkungagatan 59,2437,,SE,Stockholm,Storstockholm,Sverige,Pub,6.0,5.0,4.9,2.0,,No Delivery,Credit Cards: Yes,No,Happy Hour
114,114,4ccae26a82bfa35df29855c9,Golden Glandore,59.31449189725196,18.076061493053388,Folkungagatan 57-59,2364,,SE,Stockholm,Storstockholm,Sverige,Pub,9.0,5.0,4.9,,Yes,,Credit Cards: Yes,Yes,"Brunch, Lunch, Dinner, Dessert, Happy Hour, "
115,115,4adcdaebf964a520d05921e3,The Londoner,59.33946855799367,18.08146822567063,Karlavägen 52-54,5107,,SE,Stockholm,Storstockholm,Sverige,Pub,8.0,13.0,5.0,1.0,Yes,,Credit Cards: Yes,Yes,"Lunch, Dinner, Dessert, "
116,116,4adcdaebf964a520af5921e3,The Big Ben,59.315474336989496,18.083528378765774,Folkungagatan 97,2435,,SE,Stockholm,Storstockholm,Sverige,Bar,16.0,19.0,5.2,2.0,,,Credit Cards: Yes,No,
117,117,4d7236a9311f6ea82e0dd8ea,Håkans Bar,59.3664127,17.98924273,Råsundavägen 133,9716,,SE,Solna,Storstockholm,Sverige,Pub,1.0,3.0,,1.0,,,Credit Cards: Yes,Yes,
118,118,4d7295f48e12b1f7a9b23d05,Falconer,59.360834893985704,17.971965896510664,Järnvägsgatan 10,9808,,SE,Solna,Storstockholm,Sverige,Pub,0.0,0.0,,1.0,,,,,
119,119,4da57a446a23904516cb6dd1,Österhof,59.336449047626346,18.077003851929,Humlegårdsgatan 6,4784,,SE,Stockholm,Storstockholm,Sverige,Pub,4.0,6.0,4.9,1.0,,,,Yes,Happy Hour
120,120,570d437b498eafdb3cc85928,King's Table,59.33901373194355,18.06028885798793,Sveavägen 64,5225,,SE,Stockholm,Storstockholm,Sverige,Pub,5.0,5.0,4.9,1.0,Yes,Delivery,Credit Cards: Yes,Yes,"Lunch, Happy Hour, "
121,121,4adcdaecf964a520135a21e3,The Soap Bar,59.33318904339642,18.076357910763797,Nybrogatan 1,4426,,SE,Stockholm,Storstockholm,Sverige,Bar,27.0,50.0,5.2,2.0,Yes,,Credit Cards: Yes (incl. American Express),No,Happy Hour
122,122,539f4d96498e40a9f6ad4a56,The Flying Dog,59.334726190895566,18.055653558781355,Vasagatan 52,4845,,SE,Stockholm,Storstockholm,Sverige,Gastropub,21.0,61.0,6.0,3.0,Yes,"Table Service, Bar Service, ",Credit Cards: Yes,No,"Brunch, Lunch, Dinner, Dessert, Bar Snacks, "
123,123,4c7642533adda143027d09af,Blues Kök & Bar,59.29299726707156,18.08166331062889,Arenavägen 61,128,,SE,Johanneshov,Storstockholm,Sverige,Diner,4.0,10.0,5.6,1.0,Yes,No Delivery,Credit Cards: Yes,Yes,"Lunch, Dinner, "
124,124,506b1827e4b0670d3fe7a814,Humlehof Bistro,59.340451879780595,18.03146580282712,Rörstrandsgatan,5997,,SE,Stockholm,Storstockholm,Sverige,Pub,3.0,1.0,4.8,,,,,Yes,
125,125,4baa74b6f964a520d16b3ae3,Molly Malones,59.34216332231307,18.047716445239594,Odengatan 83,5777,,SE,Stockholm,Storstockholm,Sverige,Irish Pub,4.0,9.0,5.3,,,,,,Dinner
126,126,4c002ebcc30a2d7f2d29121d,Gröne Jägaren,59.31346678472242,18.073793653988727,Götgatan 64,2280,,SE,Stockholm,Storstockholm,Sverige,Dive Bar,9.0,11.0,5.4,1.0,,,Credit Cards: Yes,No,Happy Hour
127,127,4bf530b8e5eba593f26f2090,Hotel Riddargatan,59.33448201207308,18.07671055067568,Riddargatan 14,4567,,SE,Stockholm,Storstockholm,Sverige,Hotel,19.0,18.0,5.5,,,,Credit Cards: Yes,,
128,128,4b9fec91f964a520c44a37e3,Flying Horse,59.3445885,18.056757699999935,Odengatan 44,5877,,SE,Stockholm,Storstockholm,Sverige,Sports Bar,7.0,18.0,5.1,1.0,Yes,No Delivery,Credit Cards: Yes,Yes,"Brunch, Lunch, Dinner, Dessert, Happy Hour, "
