,Unnamed: 0,venue_id,name,lat,lng,address,distance,postal_code,cc,city,state,country,category,tip_count,likes,rating,price_tier,reservations,diningOptions,payments,outdoorSeating,serves
64,64,56ea66ce498ea46dace058c2,Hotel Drottning Kristina Stureplan,59.336839317815674,18.071347459629735,Birger Jarlsgatan 24,4863,,SE,Stockholm,Storstockholm,Sverige,Hotel,2.0,15.0,7.0,,,,,,
65,65,4adcdae8f964a520475921e3,Radisson Blu Royal Park Hotel,59.36919983926516,18.031054297462106,Frösundaviks allé 15,8928,,SE,Solna,Storstockholm,Sverige,Hotel,11.0,33.0,7.6,,,,Credit Cards: Yes,,
66,66,4b673d68f964a52042432be3,Radisson Blu Royal Viking Hotel,59.3315127,18.0581268,Vasagatan 1,4461,,SE,Stockholm,Storstockholm,Sverige,Hotel,80.0,165.0,6.5,,,,Credit Cards: Yes (incl. American Express & MasterCard),,
67,67,4adcdae9f964a5205c5921e3,Elite Hotel Arcadia,59.34836108684691,18.06439269328037,Körsbärsvägen 1,6192,,SE,Stockholm,Storstockholm,Sverige,Hotel,10.0,23.0,6.8,,,,Credit Cards: Yes,,
68,68,4adcdae9f964a5207b5921e3,Hotel Esplanade,59.33205775884758,18.080158136536788,Strandvägen 7A,4285,,SE,Stockholm,Storstockholm,Sverige,Hotel,5.0,10.0,6.8,,,,Credit Cards: Yes,,
69,69,4bee70ace24d20a12aec7214,Hotel Hansson,59.34532730355994,18.05677056312561,Surbrunnsgatan 38,5956,,SE,Stockholm,Storstockholm,Sverige,Hotel,14.0,13.0,6.6,,,,Credit Cards: Yes (incl. American Express & MasterCard),,
70,70,4adcdae9f964a5207a5921e3,Hotell & Vandrarhem Zinkensdamm,59.314948,18.044711,Zinkens väg 20,3245,,SE,Stockholm,Storstockholm,Sverige,Hotel,7.0,22.0,6.6,,,,Credit Cards: Yes,,
71,71,4dd56389183859a589b96142,Sheraton Club Lounge,59.329013619974425,18.06183646262794,Tegelbacken 6,4131,,SE,Stockholm,Storstockholm,Sverige,Lounge,12.0,30.0,7.5,3.0,Yes,Delivery,Credit Cards: Yes,No,
72,72,5389e08a498e5c4efdf1051e,Sofo Hotel,59.308589388060895,18.078751895555552,Östgötagatan 64,1691,,SE,Stockholm,Storstockholm,Sverige,Hotel,1.0,6.0,6.4,,,,Credit Cards: Yes,,
73,73,4bcd5e91fb84c9b627f7213e,Ulvsunda Slott,59.3408588991005,17.964221472926106,Margretelundsvägen 25,8582,,SE,Stockholm,Storstockholm,Sverige,Hotel,4.0,9.0,7.3,,Yes,,Credit Cards: Yes,,
74,74,4adcdae9f964a520745921e3,First Hotel Reisen,59.32545386621453,18.07514059139937,Skeppsbron 12,3578,,SE,Stockholm,Storstockholm,Sverige,Hotel,17.0,42.0,6.5,,,,Credit Cards: Yes,,"Breakfast, Brunch, Lunch, Dinner, Dessert, Bar Snacks, "
75,75,556db913498e2ea1c9a1a71b,Hotel Point,59.31075125656211,18.078452322593233,Östgötagatan 65,1931,,SE,Stockholm,Storstockholm,Sverige,Hotel,0.0,5.0,6.4,,,,Credit Cards: Yes,,
76,76,4d4800002165721e4f81c2d7,Radisson Blu - Waterfront,59.32989074237175,18.056294054396233,Nils Ericsons Plan 4,4327,,SE,Stockholm,Storstockholm,Sverige,Hotel Bar,3.0,12.0,6.7,3.0,,,Credit Cards: Yes,,
77,77,4adcdae8f964a5204d5921e3,Långholmen Hotell & Vandrarhem / Hotel & Hostel,59.32119422867626,18.025416333965968,Långholmsmuren 20,4512,,SE,Stockholm,Storstockholm,Sverige,Hotel,20.0,31.0,6.6,,,,Credit Cards: Yes,,
